
T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
39moczqiv6rwk	,01	,00010001	,994587259780	,0000	,0	,01	,1	,784050	,1022113414	,0	,15509647	,00010001	,4	,010000000	,0	,2800.00	,01	,113414	,00010001	,0	,000100017840501022113414000010001	,20221022	,00010001	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,131	,2186	,01	,01	,c0kdo5xre6vw4	,1	,1	
ctlxv92fkbeua	,03	,00030002	,257763807829	,0000	,0	,01	,1	,592672	,1022114205	,0	,19769281	,00030002	,4	,030000000	,0	,65200.00	,01	,114205	,00030002	,0	,000300025926721022114205000030002	,20221022	,00030002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,012	,5564	,01	,01	,3ni9mdkbrt6wy	,1	,1	
pbdtcq5gf0arw	,01	,00030001	,227477136187	,0000	,0	,01	,1	,983640	,1022114259	,0	,44389642	,00030001	,4	,010000000	,0	,868.19	,01	,114259	,00030001	,0	,000300019836401022114259000030001	,20221022	,00030001	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,101	,9657	,01	,01	,jfpxelk10s5m2	,1	,1	
39moczqiv6rwk	,01	,00010001	,370589972257	,0000	,0	,01	,1	,476876	,1022115147	,0	,81291056	,00010001	,4	,010000000	,0	,4800.00	,01	,115147	,00010001	,0	,000100014768761022115147000010001	,20221022	,00010001	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,050	,0534	,01	,01	,c0kdo5xre6vw4	,1	,1	
r8kjhu6olwcy4	,01	,00010001	,518827220771	,0000	,0	,01	,1	,910125	,1022115323	,0	,38834853	,00010001	,4	,010000000	,0	,3.12	,01	,115323	,00010001	,0	,000100019101251022115323000010001	,20221022	,00010001	,034221704356571	,01	,00	,01	,00000000	,5814	,05545778	,"zfgSnack_bars,Vendors(Low)	",152	,8005	,01	,01	,d4ifvrwp63bs2	,1	,1	
42cp6o05fwhuq	,03	,00010000	,446917563987	,0000	,0	,01	,1	,785726	,1022115451	,0	,42737733	,00010000	,4	,030000000	,0	,147.00	,01	,115451	,00010000	,0	,000100007857261022115451000010000	,20221022	,00010000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,111	,6049	,01	,06	,oca0s3zukl4pg	,1	,1	
xskq23nibtmja	,03	,00020002	,261990852005	,0000	,0	,01	,1	,726928	,1022115511	,0	,38985272	,00020002	,4	,030000000	,0	,6080.00	,01	,115511	,00020002	,0	,000200027269281022115511000020002	,20221022	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,130	,9700	,01	,01	,oi1yb7p94a0d8	,1	,1	
td3n5i6r4kmj7	,01	,00020001	,287972678222	,0000	,0	,01	,1	,797388	,1022120418	,0	,13274034	,00020001	,4	,010000000	,0	,33.11	,01	,120418	,00020001	,0	,000200017973881022120418000020001	,20221022	,00020001	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,022	,3779	,01	,02	,jfpxelk10s5m2	,1	,1	
yqlg8ewudhijf	,03	,00030000	,056888505382	,0000	,0	,01	,1	,469833	,1022120837	,0	,48976976	,00030000	,4	,030000000	,0	,252.00	,01	,120837	,00030000	,0	,000300004698331022120837000030000	,20221022	,00030000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,000	,0300	,01	,01	,2i1qp4y59joa6	,1	,1	
midk59trs0n7w	,03	,00010002	,240567636545	,0000	,0	,01	,1	,256851	,1022121156	,0	,73511153	,00010002	,4	,030000000	,0	,1760.00	,01	,121156	,00010002	,0	,000100022568511022121156000010002	,20221022	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,001	,1395	,01	,01	,ceb62zqjix1gy	,1	,1	
7uprbdmqst839	,01	,00020001	,894234056804	,0000	,0	,01	,1	,124186	,1022121349	,0	,66852156	,00020001	,4	,010000000	,0	,34.15	,01	,121349	,00020001	,0	,000200011241861022121349000020001	,20221022	,00020001	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,131	,4768	,01	,04	,jfpxelk10s5m2	,1	,1	
fqrh73v0j1yoa	,03	,00030003	,921338607336	,0000	,0	,01	,1	,709166	,1022123312	,0	,39957934	,00030003	,4	,030000000	,0	,490.00	,01	,123312	,00030003	,0	,000300037091661022123312000030003	,20221022	,00030003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,010	,1941	,01	,00	,w24dy1csneb6p	,1	,1	
c0kdo5xre6vw4	,03	,00010000	,514707900044	,0000	,0	,01	,1	,546781	,1022123354	,0	,50059048	,00010000	,4	,030000000	,0	,1425.00	,01	,123354	,00010000	,0	,000100005467811022123354000010000	,20221022	,00010000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,101	,2201	,01	,01	,m7akwujxil1fh	,1	,1	
gl1vrekoud2fy	,01	,00020001	,753529283847	,0000	,0	,01	,1	,703903	,1022124759	,0	,67526253	,00020001	,4	,010000000	,0	,1350.65	,01	,124759	,00020001	,0	,000200017039031022124759000020001	,20221022	,00020001	,199250172505534	,01	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,071	,6421	,01	,01	,c0kdo5xre6vw4	,1	,1	
9f876xmzdi5u0	,03	,00020002	,265791472308	,0000	,0	,01	,1	,749669	,1022124803	,0	,43894863	,00020002	,4	,030000000	,0	,163.00	,01	,124803	,00020002	,0	,000200027496691022124803000020002	,20221022	,00020002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,051	,8497	,01	,01	,3qn967exs4caj	,1	,1	
3yfebtuh78kc9	,01	,00030000	,076334899120	,0000	,0	,01	,1	,615739	,1022124938	,0	,24156838	,00030000	,4	,010000000	,0	,905.57	,01	,124938	,00030000	,0	,000300006157391022124938000030000	,20221022	,00030000	,705647708965026	,01	,00	,01	,00000000	,5621	,35110613	,fgjMid_range_brand_clothing	,072	,7542	,01	,01	,0rkfvqdb54ecn	,1	,1	
c0ejpxizg1fbv	,01	,00030003	,978384427144	,0000	,0	,01	,1	,638794	,1022125005	,0	,62694484	,00030003	,4	,010000000	,0	,87.26	,01	,125005	,00030003	,0	,000300036387941022125005000030003	,20221022	,00030003	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,051	,5955	,01	,01	,spa8mnj4k1tyz	,1	,1	
aeu5f21g7jt3p	,01	,00020000	,535644049554	,0000	,0	,01	,1	,068631	,1022125124	,0	,92350311	,00020000	,4	,010000000	,0	,16.63	,01	,125124	,00020000	,0	,000200000686311022125124000020000	,20221022	,00020000	,928424325516094	,01	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",152	,6903	,01	,01	,87q3y0vp2fobr	,1	,1	
39moczqiv6rwk	,01	,00010001	,993264452828	,0000	,0	,01	,1	,100665	,1022125846	,0	,06494077	,00010001	,4	,010000000	,0	,2398.00	,01	,125846	,00010001	,0	,000100011006651022125846000010001	,20221022	,00010001	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,131	,7986	,01	,01	,c0kdo5xre6vw4	,1	,1	
dkehl9f1uynwj	,01	,00020003	,369700467178	,0000	,0	,01	,1	,501187	,1022130804	,0	,06246506	,00020003	,4	,010000000	,0	,5.00	,01	,130804	,00020003	,0	,000200035011871022130804000020003	,20221022	,00020003	,928424325516094	,01	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",121	,7937	,01	,01	,87q3y0vp2fobr	,1	,1	
ztyvkqjleus89	,03	,00030000	,010836557892	,0000	,0	,01	,1	,327237	,1022131014	,0	,14118405	,00030000	,4	,030000000	,0	,327.00	,01	,131014	,00030000	,0	,000300003272371022131014000030000	,20221022	,00030000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,101	,0422	,01	,01	,dgtr7kw9pfzle	,1	,1	
qw61yoinecg7t	,01	,00010002	,151210543851	,0000	,0	,01	,1	,518436	,1022132245	,0	,28285861	,00010002	,4	,010000000	,0	,1482.71	,01	,132245	,00010002	,0	,000100025184361022132245000010002	,20221022	,00010002	,846402661928120	,01	,00	,01	,00000000	,8099	,31360497	,eliCommunity_health_service_center(Low)	,070	,7659	,01	,04	,wr84mkincvlg1	,1	,1	
067dqk9aromji	,01	,00030003	,859988308367	,0000	,0	,01	,1	,425312	,1022132819	,0	,45355145	,00030003	,4	,010000000	,0	,73.96	,01	,132819	,00030003	,0	,000300034253121022132819000030003	,20221022	,00030003	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,002	,6276	,01	,01	,spa8mnj4k1tyz	,1	,1	
gsrzmj87x54q1	,01	,00030003	,466082126605	,0000	,0	,01	,1	,268655	,1022133420	,0	,87260536	,00030003	,4	,010000000	,0	,4346.00	,01	,133420	,00030003	,0	,000300032686551022133420000030003	,20221022	,00030003	,605329632615020	,02	,00	,01	,00000000	,5651	,62772683	,hjnBulk_goods	,012	,4971	,01	,01	,xskq23nibtmja	,1	,1	
nfmpaxgv4y1iw	,01	,00020001	,330630392756	,0000	,0	,01	,1	,970849	,1022134425	,0	,16799745	,00020001	,4	,010000000	,0	,85.04	,01	,134425	,00020001	,0	,000200019708491022134425000020001	,20221022	,00020001	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,050	,9255	,01	,06	,kcuf4pvn2x981	,1	,1	
6yo2tnfi7vsu9	,03	,00010003	,494200426653	,0000	,0	,01	,1	,072712	,1022134629	,0	,82169049	,00010003	,4	,030000000	,0	,2002.00	,01	,134629	,00010003	,0	,000100030727121022134629000010003	,20221022	,00010003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,100	,3408	,01	,04	,gvwx1re823dsn	,1	,1	
pw5s68hoxmukq	,01	,00010000	,489267863413	,0000	,0	,01	,1	,348278	,1022135302	,0	,43214944	,00010000	,4	,010000000	,0	,76.72	,01	,135302	,00010000	,0	,000100003482781022135302000010000	,20221022	,00010000	,732988587108469	,02	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,032	,2930	,01	,01	,kcuf4pvn2x981	,1	,1	
60q37jer4tcdw	,01	,00030000	,942880299197	,0000	,0	,01	,1	,180676	,1022135658	,0	,87692126	,00030000	,4	,010000000	,0	,1.10	,01	,135658	,00030000	,0	,000300001806761022135658000030000	,20221022	,00030000	,928424325516094	,01	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",142	,0748	,01	,01	,87q3y0vp2fobr	,1	,1	
3g1f9nqrp5uts	,01	,00010002	,410109333283	,0000	,0	,01	,1	,757223	,1022135744	,0	,26564907	,00010002	,4	,010000000	,0	,696.71	,01	,135744	,00010002	,0	,000100027572231022135744000010002	,20221022	,00010002	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,012	,6762	,01	,04	,kcuf4pvn2x981	,1	,1	
42cp6o05fwhuq	,03	,00010000	,075950127094	,0000	,0	,01	,1	,984012	,1022140903	,0	,97992026	,00010000	,4	,030000000	,0	,575.00	,01	,140903	,00010000	,0	,000100009840121022140903000010000	,20221022	,00010000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,130	,0971	,01	,06	,zademc4t7531w	,1	,1	
kcuf4pvn2x981	,03	,00010000	,131789477581	,0000	,0	,01	,1	,505210	,1022141039	,0	,68249053	,00010000	,4	,030000000	,0	,2470.00	,01	,141039	,00010000	,0	,000100005052101022141039000010000	,20221022	,00010000	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,141	,2500	,01	,01	,u1ah459c0vpmd	,1	,1	
dgtr7kw9pfzle	,03	,00010002	,099647084064	,0000	,0	,01	,1	,091693	,1022141556	,0	,61994167	,00010002	,4	,030000000	,0	,598.00	,01	,141556	,00010002	,0	,000100020916931022141556000010002	,20221022	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,052	,0821	,01	,01	,qh2omfugl9niz	,1	,1	
tykx15jm3gv7a	,01	,00010001	,306403029886	,0000	,0	,01	,1	,808956	,1022141637	,0	,35240885	,00010001	,4	,010000000	,0	,55.71	,01	,141637	,00010001	,0	,000100018089561022141637000010001	,20221022	,00010001	,199250172505534	,01	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,050	,2670	,01	,01	,c0kdo5xre6vw4	,1	,1	
gsrzmj87x54q1	,01	,00030003	,913184210709	,0000	,0	,01	,1	,773357	,1022142328	,0	,47283528	,00030003	,4	,010000000	,0	,1146.00	,01	,142328	,00030003	,0	,000300037733571022142328000030003	,20221022	,00030003	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,102	,1003	,01	,01	,c0kdo5xre6vw4	,1	,1	
z4nc7ey9rqlpd	,03	,00010002	,591659816838	,0000	,0	,01	,1	,366774	,1022142435	,0	,02644817	,00010002	,4	,030000000	,0	,3980.00	,01	,142435	,00010002	,0	,000100023667741022142435000010002	,20221022	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,010	,7558	,01	,03	,jaulyrf21denw	,1	,1	
wyh0g5vjzasfq	,01	,00030001	,739825488812	,0000	,0	,01	,1	,453885	,1022142630	,0	,24652733	,00030001	,4	,010000000	,0	,87.92	,01	,142630	,00030001	,0	,000300014538851022142630000030001	,20221022	,00030001	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,021	,3490	,01	,01	,kcuf4pvn2x981	,1	,1	
ja1r0cmpf7d26	,01	,00020002	,500522843721	,0000	,0	,01	,1	,530645	,1022142810	,0	,39517280	,00020002	,4	,010000000	,0	,91.30	,01	,142810	,00020002	,0	,000200025306451022142810000020002	,20221022	,00020002	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,000	,5907	,01	,01	,spa8mnj4k1tyz	,1	,1	
gsrzmj87x54q1	,01	,00030003	,411464924421	,0000	,0	,01	,1	,784017	,1022142958	,0	,28510344	,00030003	,4	,010000000	,0	,3138.00	,01	,142958	,00030003	,0	,000300037840171022142958000030003	,20221022	,00030003	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,131	,7650	,01	,01	,c0kdo5xre6vw4	,1	,1	
ihk0nce2qabpy	,03	,00030001	,127937227951	,0000	,0	,01	,1	,624323	,1022143301	,0	,83322148	,00030001	,4	,030000000	,0	,345.00	,01	,143301	,00030001	,0	,000300016243231022143301000030001	,20221022	,00030001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,031	,2947	,01	,01	,3mezcwo196nib	,1	,1	
dgtr7kw9pfzle	,01	,00010002	,353513189778	,0000	,0	,01	,1	,218745	,1022143354	,0	,16301433	,00010002	,4	,010000000	,0	,70.64	,01	,143354	,00010002	,0	,000100022187451022143354000010002	,20221022	,00010002	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,042	,9650	,01	,01	,kcuf4pvn2x981	,1	,1	
1x8hndlocfyv2	,01	,00010003	,483015464457	,0000	,0	,01	,1	,753623	,1022143507	,0	,30735938	,00010003	,4	,010000000	,0	,98.41	,01	,143507	,00010003	,0	,000100037536231022143507000010003	,20221022	,00010003	,195970762474688	,02	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,032	,5324	,01	,01	,spa8mnj4k1tyz	,1	,1	
42cp6o05fwhuq	,01	,00010000	,701479149965	,0000	,0	,01	,1	,862663	,1022143739	,0	,05068926	,00010000	,4	,010000000	,0	,32.69	,01	,143739	,00010000	,0	,000100008626631022143739000010000	,20221022	,00010000	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,141	,3248	,01	,06	,jfpxelk10s5m2	,1	,1	
di0s2qkuahz5o	,01	,00020001	,836409894988	,0000	,0	,01	,1	,901272	,1022144317	,0	,20841400	,00020001	,4	,010000000	,0	,5.26	,01	,144317	,00020001	,0	,000200019012721022144317000020001	,20221022	,00020001	,928424325516094	,02	,00	,01	,00000000	,5814	,29140638	,"afwSnack_bars,Vendors(Low)	",032	,4363	,01	,01	,87q3y0vp2fobr	,1	,1	
ckfoiqg9n1j5a	,01	,00010000	,718045443179	,0000	,0	,01	,1	,104855	,1022144629	,0	,69586237	,00010000	,4	,010000000	,0	,32.78	,01	,144629	,00010000	,0	,000100001048551022144629000010000	,20221022	,00010000	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,120	,8171	,01	,01	,jfpxelk10s5m2	,1	,1	
82ps45c71w3ln	,01	,00010003	,144873027954	,0000	,0	,01	,1	,000102	,1022144829	,0	,33609932	,00010003	,4	,010000000	,0	,400.00	,01	,144829	,00010003	,0	,000100030001021022144829000010003	,20221022	,00010003	,195970762474688	,02	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,020	,3519	,01	,01	,spa8mnj4k1tyz	,1	,1	
gsrzmj87x54q1	,01	,00030003	,252396569073	,0000	,0	,01	,1	,293927	,1022145558	,0	,35451464	,00030003	,4	,010000000	,0	,4600.00	,01	,145558	,00030003	,0	,000300032939271022145558000030003	,20221022	,00030003	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,131	,2963	,01	,01	,c0kdo5xre6vw4	,1	,1	
fgx2hakoy508w	,01	,00010002	,461197434202	,0000	,0	,01	,1	,541703	,1022145652	,0	,99384659	,00010002	,4	,010000000	,0	,65.89	,01	,145652	,00010002	,0	,000100025417031022145652000010002	,20221022	,00010002	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,110	,0820	,01	,01	,kcuf4pvn2x981	,1	,1	
c0kdo5xre6vw4	,03	,00010000	,661704074340	,0000	,0	,01	,1	,226245	,1022150617	,0	,48789412	,00010000	,4	,030000000	,0	,4159.00	,01	,150617	,00010000	,0	,000100002262451022150617000010000	,20221022	,00010000	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,030	,4892	,01	,01	,m7akwujxil1fh	,1	,1	
lcasei8n20kph	,01	,00010002	,579205743434	,0000	,0	,01	,1	,068250	,1022150958	,0	,52900671	,00010002	,4	,010000000	,0	,2500.00	,01	,150958	,00010002	,0	,000100020682501022150958000010002	,20221022	,00010002	,199250172505534	,02	,00	,01	,00000000	,8099	,42591073	,rtnTownship_health_center(Low)	,032	,4970	,01	,02	,c0kdo5xre6vw4	,1	,1	
y9hd4ue5qbzk8	,03	,00030001	,284709220444	,0000	,0	,01	,1	,252500	,1022151028	,0	,64023399	,00030001	,4	,030000000	,0	,2754.00	,01	,151028	,00030001	,0	,000300012525001022151028000030001	,20221022	,00030001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,000	,6629	,01	,00	,nmcs4xrdiwt1j	,1	,1	
kisbg2modutcz	,01	,00030002	,426026889080	,0000	,0	,01	,1	,670683	,1022151151	,0	,64069751	,00030002	,4	,010000000	,0	,4500.00	,01	,151151	,00030002	,0	,000300026706831022151151000030002	,20221022	,00030002	,195970762474688	,02	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,121	,8335	,01	,01	,spa8mnj4k1tyz	,1	,1	
c0kdo5xre6vw4	,03	,00010000	,594089211149	,0000	,0	,01	,1	,020488	,1022151255	,0	,46858944	,00010000	,4	,030000000	,0	,2660.00	,01	,151255	,00010000	,0	,000100000204881022151255000010000	,20221022	,00010000	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,011	,5959	,01	,01	,oi1yb7p94a0d8	,1	,1	
0b283mk1qaesi	,01	,00010000	,674431023555	,0000	,0	,01	,1	,893528	,1022151704	,0	,01021537	,00010000	,4	,010000000	,0	,80.69	,01	,151704	,00010000	,0	,000100008935281022151704000010000	,20221022	,00010000	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,120	,3916	,01	,02	,kcuf4pvn2x981	,1	,1	
c0kdo5xre6vw4	,03	,00010000	,868238748921	,0000	,0	,01	,1	,674709	,1022151901	,0	,69713769	,00010000	,4	,030000000	,0	,1794.00	,01	,151901	,00010000	,0	,000100006747091022151901000010000	,20221022	,00010000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,020	,5561	,01	,01	,ceb62zqjix1gy	,1	,1	
3yfebtuh78kc9	,01	,00030000	,621785360318	,0000	,0	,01	,1	,483455	,1022152710	,0	,75611185	,00030000	,4	,010000000	,0	,89.11	,01	,152710	,00030000	,0	,000300004834551022152710000030000	,20221022	,00030000	,732988587108469	,01	,00	,01	,00000000	,5811	,69857102	,gdoTourist_hotel(Low)	,062	,6496	,01	,01	,kcuf4pvn2x981	,1	,1	
8clnvgdajbws1	,01	,00010003	,197449376424	,0000	,0	,01	,1	,509709	,1022153128	,0	,24506309	,00010003	,4	,010000000	,0	,37.33	,01	,153128	,00010003	,0	,000100035097091022153128000010003	,20221022	,00010003	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,111	,5685	,01	,00	,jfpxelk10s5m2	,1	,1	
kisbg2modutcz	,01	,00030002	,694151899805	,0000	,0	,01	,1	,605789	,1022153207	,0	,24983149	,00030002	,4	,010000000	,0	,1245.00	,01	,153207	,00030002	,0	,000300026057891022153207000030002	,20221022	,00030002	,195970762474688	,02	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,142	,3390	,01	,01	,spa8mnj4k1tyz	,1	,1	
wyh0g5vjzasfq	,03	,00030001	,957757197870	,0000	,0	,01	,1	,291699	,1022153722	,0	,49938784	,00030001	,4	,030000000	,0	,522.00	,01	,153722	,00030001	,0	,000300012916991022153722000030001	,20221022	,00030001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,050	,6323	,01	,01	,ij3zpfa7nrv9c	,1	,1	
af3c6ohtsu2p9	,01	,00010001	,348569246667	,0000	,0	,01	,1	,354086	,1022154208	,0	,35397988	,00010001	,4	,010000000	,0	,29.52	,01	,154208	,00010001	,0	,000100013540861022154208000010001	,20221022	,00010001	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,102	,8255	,01	,01	,jfpxelk10s5m2	,1	,1	
3ni9mdkbrt6wy	,03	,00010002	,690650480984	,0000	,0	,01	,1	,059180	,1022155643	,0	,81818173	,00010002	,4	,030000000	,0	,185600.00	,01	,155643	,00010002	,0	,000100020591801022155643000010002	,20221022	,00010002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,032	,1810	,01	,01	,rhk38etajnf2x	,1	,1	
fo4gb3xsl1dc2	,03	,00020001	,023891506280	,0000	,0	,01	,1	,883113	,1022160022	,0	,04993057	,00020001	,4	,030000000	,0	,200.00	,01	,160022	,00020001	,0	,000200018831131022160022000020001	,20221022	,00020001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,052	,5294	,01	,05	,un38tebomh9zx	,1	,1	
qet85us6gyfb2	,01	,00010003	,734188309740	,0000	,0	,01	,1	,286811	,1022160336	,0	,30828665	,00010003	,4	,010000000	,0	,499.36	,01	,160336	,00010003	,0	,000100032868111022160336000010003	,20221022	,00010003	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,150	,7588	,01	,01	,spa8mnj4k1tyz	,1	,1	
kisbg2modutcz	,01	,00030002	,790476903052	,0000	,0	,01	,1	,147796	,1022160606	,0	,15182907	,00030002	,4	,010000000	,0	,1100.00	,01	,160606	,00030002	,0	,000300021477961022160606000030002	,20221022	,00030002	,195970762474688	,02	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,142	,6989	,01	,01	,spa8mnj4k1tyz	,1	,1	
qh2omfugl9niz	,03	,00020002	,167409477472	,0000	,0	,01	,1	,980756	,1022162622	,0	,13539295	,00020002	,4	,030000000	,0	,76.00	,01	,162622	,00020002	,0	,000200029807561022162622000020002	,20221022	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,111	,0867	,01	,01	,pw5s68hoxmukq	,1	,1	
d4ifvrwp63bs2	,03	,00010002	,760206174845	,0000	,0	,01	,1	,045917	,1022162647	,0	,10851967	,00010002	,4	,030000000	,0	,3515.00	,01	,162647	,00010002	,0	,000100020459171022162647000010002	,20221022	,00010002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX_transfer	,042	,7178	,01	,01	,ihk0nce2qabpy	,1	,1	
wr84mkincvlg1	,03	,00010000	,616675244223	,0000	,0	,01	,1	,739503	,1022164709	,0	,17874118	,00010000	,4	,030000000	,0	,5795.00	,01	,164709	,00010000	,0	,000100007395031022164709000010000	,20221022	,00010000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,022	,8658	,01	,01	,b9ms87d6j3zlf	,1	,1	
65xv1mueob2pj	,01	,00020002	,370378240105	,0000	,0	,01	,1	,101138	,1022165217	,0	,15795311	,00020002	,4	,010000000	,0	,39.84	,01	,165217	,00020002	,0	,000200021011381022165217000020002	,20221022	,00020002	,073046436190733	,01	,00	,01	,00000000	,5812	,31867307	,dnxRestaurant(Low)	,052	,0020	,01	,01	,jfpxelk10s5m2	,1	,1	
97cs5xutvr2pg	,03	,00010002	,648990091204	,0000	,0	,01	,1	,968438	,1022165936	,0	,80540470	,00010002	,4	,030000000	,0	,215.00	,01	,165936	,00010002	,0	,000100029684381022165936000010002	,20221022	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX_transfer	,051	,3809	,01	,01	,zlg6n3w8mdki1	,1	,1	
xlv5t4a61sfzm	,01	,00010001	,513695376759	,0000	,0	,01	,1	,281384	,1022170206	,0	,93339931	,00010001	,4	,010000000	,0	,74.77	,01	,170206	,00010001	,0	,000100012813841022170206000010001	,20221022	,00010001	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,012	,7940	,01	,01	,spa8mnj4k1tyz	,1	,1	
wr84mkincvlg1	,03	,00010000	,144491956470	,0000	,0	,01	,1	,485756	,1022170212	,0	,78439275	,00010000	,4	,030000000	,0	,3800.00	,01	,170212	,00010000	,0	,000100004857561022170212000010000	,20221022	,00010000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX_transfer	,042	,0176	,01	,01	,zademc4t7531w	,1	,1	
824tcx5mdlvi7	,01	,00030003	,078312541930	,0000	,0	,01	,1	,165376	,1022170601	,0	,29790776	,00030003	,4	,010000000	,0	,236.53	,01	,170601	,00030003	,0	,000300031653761022170601000030003	,20221022	,00030003	,195970762474688	,01	,00	,01	,00000000	,5812	,04431351	,syzSelf_service(Low)	,131	,3725	,01	,01	,spa8mnj4k1tyz	,1	,1	
82ps45c71w3ln	,01	,00010003	,352071020691	,0000	,0	,01	,1	,881088	,1022170715	,0	,15109608	,00010003	,4	,010000000	,0	,535.00	,01	,170715	,00010003	,0	,000100038810881022170715000010003	,20221022	,00010003	,502864279571882	,02	,00	,01	,00000000	,7011	,32995128	,hncRegular(Low)	,132	,6116	,01	,01	,jsbhio0rmdf21	,1	,1	
