
F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45
00002747756695601533585	,z2rqe6yfabn3k	,00020000	,00020000	,952554080689	,839467	,00	,01	,01	,2165.00	,2165.00	,20221019	,130645	,20221019	,122	,78679991	,965819387286951	,"oxnArcades,Amusement_parks(Low)	",7996	,0000	,0000	,000	,82	,06	,20221019	,1019130645	,02	,0	,00000000	,97211124	,2025-07-30 15:54:55	,2025-07-30 15:54:55	,0	,001	,2165.00	,001	,2165.00	,323.34	,51300574	,832485141926	,3848435775	,2243978400921473	,0	,2165.00	,001	
00053706397346826385505	,z2rqe6yfabn3k	,00020000	,00020000	,672678913657	,912621	,00	,01	,01	,1218.00	,1218.00	,20221019	,133953	,20221019	,000	,78679991	,965819387286951	,"oxnArcades,Amusement_parks(Low)	",7996	,0000	,0000	,000	,82	,06	,20221019	,1019133953	,02	,0	,00000000	,43833899	,2025-07-30 15:54:55	,2025-07-30 15:54:55	,0	,001	,1218.00	,001	,1218.00	,181.91	,10557375	,561206334766	,6604549307	,3967583447229764	,0	,1218.00	,001	
00018241275025235297488	,z2rqe6yfabn3k	,00020000	,00020000	,804528813736	,472399	,00	,01	,01	,1926.00	,1926.00	,20221108	,163829	,20221108	,150	,78679991	,965819387286951	,"oxnArcades,Amusement_parks(Low)	",7996	,0000	,0000	,000	,82	,06	,20221108	,1108163829	,02	,0	,00000000	,25128252	,2025-07-30 15:54:55	,2025-07-30 15:54:55	,0	,001	,1926.00	,001	,1926.00	,287.64	,15916851	,192298117546	,6554665278	,6407938571698519	,0	,1926.00	,001	
00045891583142016467609	,z2rqe6yfabn3k	,00020000	,00020000	,969109743938	,175799	,00	,01	,01	,3619.00	,3619.00	,20221128	,070010	,20221128	,042	,78679991	,965819387286951	,"oxnArcades,Amusement_parks(Low)	",7996	,0000	,0000	,000	,82	,06	,20221128	,1128070010	,02	,0	,00000000	,97902127	,2025-07-30 15:54:55	,2025-07-30 15:54:55	,0	,001	,3619.00	,001	,3619.00	,540.49	,18697793	,332353628890	,3423981548	,5701533386584253	,0	,3619.00	,001	
00064926216081966858166	,z2rqe6yfabn3k	,00020000	,00020000	,944976692429	,762131	,00	,01	,01	,4800.00	,4800.00	,20221218	,215158	,20221218	,120	,78679991	,965819387286951	,"oxnArcades,Amusement_parks(Low)	",7996	,0000	,0000	,000	,82	,06	,20221218	,1218215158	,02	,0	,00000000	,90578371	,2025-07-30 15:54:55	,2025-07-30 15:54:55	,0	,001	,4800.00	,001	,4800.00	,716.87	,49210286	,748441254083	,5787690003	,7628395895123610	,0	,4800.00	,001	
00090513613029973087573	,z2rqe6yfabn3k	,00020000	,00020000	,412516353784	,860700	,00	,01	,01	,3089.00	,3089.00	,20230107	,140522	,20230107	,061	,78679991	,965819387286951	,"oxnArcades,Amusement_parks(Low)	",7996	,0000	,0000	,000	,82	,06	,20230107	,0107140522	,02	,0	,00000000	,04389415	,2025-07-30 15:54:55	,2025-07-30 15:54:55	,0	,001	,3089.00	,001	,3089.00	,461.33	,52090105	,046312890944	,3547219239	,4186698118245699	,0	,3089.00	,001	
00000120322288814102352	,un38tebomh9zx	,00030003	,00030003	,867028141058	,192515	,00	,01	,01	,3800.00	,3800.00	,20221019	,205600	,20221019	,150	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20221019	,1019205600	,02	,0	,00000000	,29881565	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,3800.00	,001	,3800.00	,567.52	,81275403	,481699492537	,0261568430	,9671377684897105	,0	,3800.00	,001	
00082203899602245175961	,un38tebomh9zx	,00030003	,00030003	,616379422308	,410829	,00	,01	,01	,2500.00	,2500.00	,20221019	,201554	,20221019	,052	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20221019	,1019201554	,02	,0	,00000000	,75599484	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2500.00	,001	,2500.00	,373.37	,93332676	,874499986886	,4403205251	,3476684538022118	,0	,2500.00	,001	
00004578672459868094470	,un38tebomh9zx	,00030003	,00030003	,693059283154	,449502	,00	,01	,01	,2935.00	,2935.00	,20221108	,102148	,20221108	,072	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20221108	,1108102148	,02	,0	,00000000	,64311385	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2935.00	,001	,2935.00	,438.33	,96474260	,675972558660	,8392741414	,9276942083775284	,0	,2935.00	,001	
00019286078007972014651	,un38tebomh9zx	,00030003	,00030003	,099103000698	,173351	,00	,01	,01	,3219.00	,3219.00	,20221128	,150149	,20221128	,140	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20221128	,1128150149	,02	,0	,00000000	,71513559	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,3219.00	,001	,3219.00	,480.75	,37075051	,551503412585	,4194877946	,4749007458864605	,0	,3219.00	,001	
00068074151598899271404	,un38tebomh9zx	,00030003	,00030003	,768033906359	,520679	,00	,01	,01	,4300.00	,4300.00	,20221218	,235052	,20221218	,070	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20221218	,1218235052	,02	,0	,00000000	,59643221	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4300.00	,001	,4300.00	,642.19	,80297027	,337863552530	,4651074068	,6701131629026746	,0	,4300.00	,001	
00094531862398670311517	,un38tebomh9zx	,00030003	,00030003	,869499166206	,699538	,00	,01	,01	,5000.00	,5000.00	,20230107	,201552	,20230107	,022	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20230107	,0107201552	,02	,0	,00000000	,96942235	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,5000.00	,001	,5000.00	,746.74	,51140812	,863044066351	,2848870610	,8310608470829607	,0	,5000.00	,001	
00015390655492484664827	,un38tebomh9zx	,00030003	,00030003	,482275494256	,061447	,00	,01	,01	,2879.00	,2879.00	,20230127	,074652	,20230127	,140	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20230127	,0127074652	,02	,0	,00000000	,24042029	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2879.00	,001	,2879.00	,429.97	,69561875	,932443804112	,7213127771	,7773635485811084	,0	,2879.00	,001	
00063488459966208045884	,un38tebomh9zx	,00030003	,00030003	,789199729304	,906367	,00	,01	,01	,4755.00	,4755.00	,20230216	,011422	,20230216	,020	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20230216	,0216011422	,02	,0	,00000000	,48574774	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4755.00	,001	,4755.00	,710.15	,47900723	,920469534260	,9003901575	,3613714300021382	,0	,4755.00	,001	
00086990343744985031193	,un38tebomh9zx	,00030003	,00030003	,281123392306	,304335	,00	,01	,01	,1849.00	,1849.00	,20230308	,025702	,20230308	,132	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20230308	,0308025702	,02	,0	,00000000	,62049645	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1849.00	,001	,1849.00	,276.14	,81886310	,810633126042	,7049066098	,2662013048112859	,0	,1849.00	,001	
00087047678365630566269	,un38tebomh9zx	,00030003	,00030003	,402712612182	,732574	,00	,01	,01	,1700.00	,1700.00	,20230328	,091559	,20230328	,020	,46235706	,154398868243162	,"evnKTV,Cinema,Chess,Board_games(Low)	",7911	,0000	,0003	,000	,82	,06	,20230328	,0328091559	,02	,0	,00000000	,59198452	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1700.00	,001	,1700.00	,253.89	,86237949	,534025733550	,7973287993	,9609254955735687	,0	,1700.00	,001	
00040166019712763060537	,82ps45c71w3ln	,00010003	,00010003	,531269768476	,923892	,00	,01	,01	,4725.00	,4725.00	,20221019	,213157	,20221019	,120	,31867307	,073046436190733	,dnxRestaurant(Low)	,5812	,0000	,0003	,000	,82	,06	,20221019	,1019213157	,02	,0	,00000000	,49365436	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4725.00	,001	,4725.00	,705.67	,08367586	,668164191929	,9794461216	,8905820776357822	,0	,4725.00	,001	
00075051307999032833576	,82ps45c71w3ln	,00010003	,00010003	,322771128923	,013137	,00	,01	,01	,4855.00	,4855.00	,20221019	,224857	,20221019	,122	,86035035	,721992208296915	,hetRegular(Low)	,7011	,0000	,0003	,000	,82	,06	,20221019	,1019224857	,02	,0	,00000000	,04985920	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4855.00	,001	,4855.00	,725.08	,98860513	,379122519917	,8658953042	,8433884685312506	,0	,4855.00	,001	
00050202042222636889094	,82ps45c71w3ln	,00010003	,00010003	,132141229249	,571685	,00	,01	,01	,1500.00	,1500.00	,20221019	,222221	,20221019	,130	,31867307	,073046436190733	,dnxRestaurant(Low)	,5812	,0000	,0003	,000	,82	,06	,20221019	,1019222221	,02	,0	,00000000	,06938326	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1500.00	,001	,1500.00	,224.02	,24916294	,232461836164	,2903511218	,3368638161797695	,0	,1500.00	,001	
00008095607095711796495	,82ps45c71w3ln	,00010003	,00010003	,398795664089	,440844	,00	,01	,01	,1047.00	,1047.00	,20221108	,174354	,20221108	,121	,86035035	,721992208296915	,hetRegular(Low)	,7011	,0000	,0003	,000	,82	,06	,20221108	,1108174354	,02	,0	,00000000	,51479689	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1047.00	,001	,1047.00	,156.37	,07936782	,526298074716	,6809572597	,3681856756015308	,0	,1047.00	,001	
00050746363836151035141	,82ps45c71w3ln	,00010003	,00010003	,916898563855	,056911	,00	,01	,01	,1756.00	,1756.00	,20221128	,144101	,20221128	,030	,31867307	,073046436190733	,dnxRestaurant(Low)	,5812	,0000	,0003	,000	,82	,06	,20221128	,1128144101	,02	,0	,00000000	,42317411	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1756.00	,001	,1756.00	,262.25	,10930916	,695989541206	,6627606475	,6510377747514947	,0	,1756.00	,001	
00019614905682556633394	,br21qplho7mfi	,00010001	,00010001	,192363917932	,511685	,00	,01	,01	,2300.00	,2300.00	,20221020	,211038	,20221020	,140	,32995128	,502864279571882	,hncRegular(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020211038	,02	,0	,00000000	,50006616	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2300.00	,001	,2300.00	,343.50	,50829577	,742933936170	,1352445631	,7879652112466400	,0	,2300.00	,001	
00019890749350343459213	,br21qplho7mfi	,00010001	,00010001	,606819099515	,249136	,00	,01	,01	,3000.00	,3000.00	,20221020	,221549	,20221020	,151	,32995128	,502864279571882	,hncRegular(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020221549	,02	,0	,00000000	,64603453	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,3000.00	,001	,3000.00	,448.04	,74003433	,363141995155	,8461276022	,5642463317557234	,0	,3000.00	,001	
00084549856747588868781	,br21qplho7mfi	,00010001	,00010001	,371941351600	,918914	,00	,01	,01	,3300.00	,3300.00	,20221020	,220251	,20221020	,122	,32995128	,502864279571882	,hncRegular(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020220251	,02	,0	,00000000	,75508200	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,3300.00	,001	,3300.00	,492.85	,38199608	,947040071627	,0874254541	,1323381282204405	,0	,3300.00	,001	
00057983743320858559829	,br21qplho7mfi	,00010001	,00010001	,225492233535	,857360	,00	,01	,01	,2600.00	,2600.00	,20221020	,225748	,20221020	,102	,32995128	,502864279571882	,hncRegular(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020225748	,02	,0	,00000000	,76993110	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2600.00	,001	,2600.00	,388.30	,26876701	,519152445122	,1600044871	,1770345313446879	,0	,2600.00	,001	
00024709460293858163426	,br21qplho7mfi	,00010001	,00010001	,871198549255	,732292	,00	,01	,01	,2246.00	,2246.00	,20221020	,230045	,20221020	,030	,32995128	,502864279571882	,hncRegular(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020230045	,02	,0	,00000000	,70572952	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2246.00	,001	,2246.00	,335.43	,69215138	,221631105948	,7550546863	,3603380602890199	,0	,2246.00	,001	
00027608617034404255946	,br21qplho7mfi	,00010001	,00010001	,092550587119	,231917	,00	,01	,01	,4100.00	,4100.00	,20221021	,004832	,20221021	,152	,32995128	,502864279571882	,hncRegular(Low)	,7011	,0000	,0001	,000	,82	,06	,20221021	,1021004832	,02	,0	,00000000	,55079671	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4100.00	,001	,4100.00	,612.32	,86906898	,059639866425	,0482060829	,7741851806278772	,0	,4100.00	,001	
00054842141217492748422	,br21qplho7mfi	,00010001	,00010001	,269599507331	,923092	,00	,01	,01	,2816.00	,2816.00	,20221021	,000204	,20221021	,111	,32995128	,502864279571882	,hncRegular(Low)	,7011	,0000	,0001	,000	,82	,06	,20221021	,1021000204	,02	,0	,00000000	,55627063	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2816.00	,001	,2816.00	,420.56	,69196710	,677913553668	,9179937747	,5693555527263263	,0	,2816.00	,001	
00070756060704617008253	,br21qplho7mfi	,00010001	,00010001	,732264676476	,596221	,00	,01	,01	,239.00	,239.00	,20221109	,083929	,20221109	,022	,32995128	,502864279571882	,hncRegular(Low)	,7011	,0000	,0001	,000	,82	,06	,20221109	,1109083929	,02	,0	,00000000	,87965843	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,239.00	,001	,239.00	,35.69	,83232189	,409884927739	,4867437509	,0121171493818826	,0	,239.00	,001	
00021688706981449761760	,1oyucenv45agx	,00030001	,00030001	,210771659912	,884852	,00	,01	,01	,955.00	,955.00	,20221020	,121352	,20221020	,152	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020121352	,02	,0	,00000000	,70845733	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,955.00	,001	,955.00	,142.63	,10087282	,339886329124	,0600203770	,0238450503336608	,0	,955.00	,001	
00039576447488865594499	,1oyucenv45agx	,00030001	,00030001	,031516123350	,067609	,00	,01	,01	,2997.00	,2997.00	,20221020	,133021	,20221020	,141	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020133021	,02	,0	,00000000	,52959159	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2997.00	,001	,2997.00	,447.59	,06495089	,584067278768	,7610584860	,3934069435536050	,0	,2997.00	,001	
00080196574497989521436	,1oyucenv45agx	,00030001	,00030001	,827067652607	,433622	,00	,01	,01	,3756.00	,3756.00	,20221020	,133804	,20221020	,031	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020133804	,02	,0	,00000000	,66053957	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,3756.00	,001	,3756.00	,560.95	,55141354	,606205302646	,5487242122	,8596729045119978	,0	,3756.00	,001	
00078613373375922133739	,1oyucenv45agx	,00030001	,00030001	,053969383121	,074237	,00	,01	,01	,5000.00	,5000.00	,20221020	,134115	,20221020	,022	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0001	,000	,82	,06	,20221020	,1020134115	,02	,0	,00000000	,18548412	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,5000.00	,001	,5000.00	,746.74	,15136939	,395306229631	,8845399922	,0945185316995818	,0	,5000.00	,001	
00018987951424736652400	,1oyucenv45agx	,00030001	,00030001	,796826024047	,034236	,00	,01	,01	,1200.00	,1200.00	,20221109	,082927	,20221109	,002	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0001	,000	,82	,06	,20221109	,1109082927	,02	,0	,00000000	,93226935	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1200.00	,001	,1200.00	,179.22	,38668856	,504893209664	,3873626048	,4897324642905374	,0	,1200.00	,001	
00078870728077342513131	,1oyucenv45agx	,00030001	,00030001	,898796602544	,213113	,00	,01	,01	,2517.00	,2517.00	,20221129	,121533	,20221129	,102	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0001	,000	,82	,06	,20221129	,1129121533	,02	,0	,00000000	,34726928	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2517.00	,001	,2517.00	,375.91	,46837394	,911771591641	,8611009124	,1299669970169737	,0	,2517.00	,001	
00092662149427370239154	,1oyucenv45agx	,00030001	,00030001	,864357433240	,518187	,00	,01	,01	,4600.00	,4600.00	,20221219	,115222	,20221219	,102	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0001	,000	,82	,06	,20221219	,1219115222	,02	,0	,00000000	,86172699	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4600.00	,001	,4600.00	,687.00	,73448290	,362062807652	,2807320737	,7661381496466755	,0	,4600.00	,001	
00004839226570705962383	,1oyucenv45agx	,00030001	,00030001	,050881347572	,192891	,00	,01	,01	,1567.00	,1567.00	,20230108	,143128	,20230108	,020	,57248455	,181372990306867	,zusFour_star(Low)	,7011	,0000	,0001	,000	,82	,06	,20230108	,0108143128	,02	,0	,00000000	,75893979	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1567.00	,001	,1567.00	,234.03	,22358281	,485179095238	,8013061965	,8079163792444635	,0	,1567.00	,001	
00036836588515791129613	,82ps45c71w3ln	,00010003	,00010003	,421408999745	,506804	,00	,01	,01	,2476.00	,2476.00	,20221020	,211211	,20221020	,131	,07713955	,166512749679739	,"quySnack_bars,Vendors(Low)	",5814	,0000	,0003	,000	,82	,06	,20221020	,1020211211	,02	,0	,00000000	,69479462	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2476.00	,001	,2476.00	,369.78	,63060370	,767150677058	,6984559340	,5496744036346229	,0	,2476.00	,001	
00087137236109927462197	,82ps45c71w3ln	,00010003	,00010003	,623691533963	,386332	,00	,01	,01	,2900.00	,2900.00	,20221020	,220813	,20221020	,132	,07713955	,166512749679739	,"quySnack_bars,Vendors(Low)	",5814	,0000	,0003	,000	,82	,06	,20221020	,1020220813	,02	,0	,00000000	,98210918	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2900.00	,001	,2900.00	,433.11	,89549211	,285579677431	,0632736452	,0182653574752210	,0	,2900.00	,001	
00046080993002057138971	,82ps45c71w3ln	,00010003	,00010003	,288441665511	,476890	,00	,01	,01	,1200.00	,1200.00	,20221020	,230024	,20221020	,121	,07713955	,166512749679739	,"quySnack_bars,Vendors(Low)	",5814	,0000	,0003	,000	,82	,06	,20221020	,1020230024	,02	,0	,00000000	,13121249	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1200.00	,001	,1200.00	,179.22	,47745185	,976605779021	,2095269289	,4466022350757314	,0	,1200.00	,001	
00025221826134674406668	,82ps45c71w3ln	,00010003	,00010003	,237174600747	,325672	,00	,01	,01	,500.00	,500.00	,20221109	,081000	,20221109	,010	,80872495	,274168204821693	,ntbYouth_hostel	,7011	,0000	,0003	,000	,82	,06	,20221109	,1109081000	,02	,0	,00000000	,48982832	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,500.00	,001	,500.00	,74.67	,10438034	,069329159321	,2549746276	,6492101449978490	,0	,500.00	,001	
00039252021349267302776	,od0gacwe9j7hb	,00010000	,00010000	,954667826652	,576358	,00	,01	,01	,3300.00	,3300.00	,20221020	,115357	,20221020	,130	,35110613	,705647708965026	,fgjMid_range_brand_clothing	,5621	,0000	,0000	,000	,82	,06	,20221020	,1020115357	,02	,0	,00000000	,32889767	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,3300.00	,001	,3300.00	,492.85	,11235953	,624157761042	,1876554546	,0730384634603655	,0	,3300.00	,001	
00004535644800596855585	,od0gacwe9j7hb	,00010000	,00010000	,504942734146	,864336	,00	,01	,01	,1769.00	,1769.00	,20221020	,112521	,20221020	,042	,35110613	,705647708965026	,fgjMid_range_brand_clothing	,5621	,0000	,0000	,000	,82	,06	,20221020	,1020112521	,02	,0	,00000000	,29788123	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1769.00	,001	,1769.00	,264.20	,63652397	,758270822902	,9742626189	,8399560792332985	,0	,1769.00	,001	
00044874474377188720184	,od0gacwe9j7hb	,00010000	,00010000	,682018017125	,355066	,00	,01	,01	,1987.00	,1987.00	,20221020	,120016	,20221020	,071	,35110613	,705647708965026	,fgjMid_range_brand_clothing	,5621	,0000	,0000	,000	,82	,06	,20221020	,1020120016	,02	,0	,00000000	,76838503	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1987.00	,001	,1987.00	,296.75	,66922171	,760452573805	,4959735466	,1154845843708584	,0	,1987.00	,001	
00088622012099122195143	,od0gacwe9j7hb	,00010000	,00010000	,585621014949	,613847	,00	,01	,01	,1937.00	,1937.00	,20221020	,120315	,20221020	,110	,35110613	,705647708965026	,fgjMid_range_brand_clothing	,5621	,0000	,0000	,000	,82	,06	,20221020	,1020120315	,02	,0	,00000000	,41070783	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1937.00	,001	,1937.00	,289.29	,19387233	,863921492609	,0713139967	,4943503368624258	,0	,1937.00	,001	
00055507091055344530786	,od0gacwe9j7hb	,00010000	,00010000	,160905291164	,796349	,00	,01	,01	,4600.00	,4600.00	,20221020	,125517	,20221020	,042	,35110613	,705647708965026	,fgjMid_range_brand_clothing	,5621	,0000	,0000	,000	,82	,06	,20221020	,1020125517	,02	,0	,00000000	,71399099	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4600.00	,001	,4600.00	,687.00	,67701584	,338754005058	,8387260926	,2571691206380165	,0	,4600.00	,001	
00002736227847654424277	,od0gacwe9j7hb	,00010000	,00010000	,136844562722	,574821	,00	,01	,01	,2448.00	,2448.00	,20221109	,211159	,20221109	,121	,35110613	,705647708965026	,fgjMid_range_brand_clothing	,5621	,0000	,0000	,000	,82	,06	,20221109	,1109211159	,02	,0	,00000000	,95179507	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2448.00	,001	,2448.00	,365.60	,64327196	,693690375603	,8266609447	,8439132718102467	,0	,2448.00	,001	
00072495862976014455843	,od0gacwe9j7hb	,00010000	,00010000	,522243735333	,068907	,00	,01	,01	,4700.00	,4700.00	,20221129	,135528	,20221129	,111	,35110613	,705647708965026	,fgjMid_range_brand_clothing	,5621	,0000	,0000	,000	,82	,06	,20221129	,1129135528	,02	,0	,00000000	,06073636	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4700.00	,001	,4700.00	,701.93	,49115890	,519909477306	,1465269103	,0460678121347976	,0	,4700.00	,001	
00078514466996551007927	,mtb42s05kd3xv	,00030001	,00030001	,882293704520	,771401	,00	,01	,01	,5078.00	,5078.00	,20221020	,041722	,20221020	,012	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221020	,1020041722	,02	,0	,00000000	,70659331	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,5078.00	,001	,5078.00	,758.39	,87501047	,934585237983	,5991152244	,2645270447411984	,0	,5078.00	,001	
00084295450957682938416	,mtb42s05kd3xv	,00030001	,00030001	,991007191692	,456757	,00	,01	,01	,3200.00	,3200.00	,20221020	,052907	,20221020	,030	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221020	,1020052907	,02	,0	,00000000	,12643424	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,3200.00	,001	,3200.00	,477.91	,28890315	,149272443707	,7926165472	,4637080832091731	,0	,3200.00	,001	
00087575557087546309439	,mtb42s05kd3xv	,00030001	,00030001	,217632498635	,030533	,00	,01	,01	,4600.00	,4600.00	,20221020	,062632	,20221020	,060	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221020	,1020062632	,02	,0	,00000000	,63700857	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4600.00	,001	,4600.00	,687.00	,33579496	,611806749755	,5771494592	,7368114212885852	,0	,4600.00	,001	
00032971063160355336379	,mtb42s05kd3xv	,00030001	,00030001	,181037565108	,927880	,00	,01	,01	,2500.00	,2500.00	,20221109	,224143	,20221109	,002	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221109	,1109224143	,02	,0	,00000000	,97233765	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,2500.00	,001	,2500.00	,373.37	,74143819	,953968978950	,8970181968	,1366393632742081	,0	,2500.00	,001	
00039135857628078690640	,mtb42s05kd3xv	,00030001	,00030001	,903434517659	,313566	,00	,01	,01	,1435.00	,1435.00	,20221129	,111501	,20221129	,030	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221129	,1129111501	,02	,0	,00000000	,97418524	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,1435.00	,001	,1435.00	,214.31	,95809577	,375578298856	,9031799368	,0204696867819484	,0	,1435.00	,001	
00006828951149011526453	,mtb42s05kd3xv	,00030001	,00030001	,821719074651	,869721	,00	,01	,01	,866.00	,866.00	,20221219	,101105	,20221219	,050	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20221219	,1219101105	,02	,0	,00000000	,81367866	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,866.00	,001	,866.00	,129.33	,63858630	,859324414958	,5664922821	,3143272677873582	,0	,866.00	,001	
00089953162791744177908	,mtb42s05kd3xv	,00030001	,00030001	,768315239821	,247223	,00	,01	,01	,4807.00	,4807.00	,20230108	,130238	,20230108	,031	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20230108	,0108130238	,02	,0	,00000000	,20926096	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,4807.00	,001	,4807.00	,717.91	,52666427	,520581968092	,1784385787	,9140139195964205	,0	,4807.00	,001	
00022556865252021185694	,mtb42s05kd3xv	,00030001	,00030001	,690846494328	,076231	,00	,01	,01	,6377.00	,6377.00	,20230128	,103429	,20230128	,040	,04431351	,195970762474688	,syzSelf_service(Low)	,5812	,0000	,0001	,000	,82	,06	,20230128	,0128103429	,02	,0	,00000000	,63722571	,2025-07-30 15:54:56	,2025-07-30 15:54:56	,0	,001	,6377.00	,001	,6377.00	,952.39	,18217815	,751540808195	,8879852441	,0119475776479180	,0	,6377.00	,001	
